# Метеостанция Можайск, Россия, WMO_ID=27509, выборка с 28.03.2018 по 03.04.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27509&lang=ru
#
"Местное время в Можайске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.07.2018 21:00";"16.7";"738.3";"754.6";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 18:00";"19.6";"737.7";"753.8";"";"70";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 15:00";"19.0";"737.7";"753.8";"";"75";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 12:00";"17.5";"736.9";"753.1";"";"85";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 09:00";"16.9";"736.1";"752.3";"";"83";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 06:00";"15.4";"735.3";"751.6";"";"95";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 03:00";"14.5";"735.3";"751.6";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2018 00:00";"14.8";"736.0";"752.3";"";"97";"Ветер, дующий с юга";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 21:00";"15.7";"736.8";"753.1";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 18:00";"20.3";"736.3";"752.3";"";"64";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 15:00";"17.5";"736.1";"752.3";"";"93";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 12:00";"19.8";"736.2";"752.3";"";"63";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 09:00";"17.6";"736.9";"753.1";"";"75";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 06:00";"14.2";"736.7";"753.1";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 03:00";"13.1";"737.3";"753.8";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2018 00:00";"14.9";"737.4";"753.8";"";"85";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 21:00";"18.2";"737.6";"753.8";"";"67";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 18:00";"22.6";"737.2";"753.1";"";"45";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 15:00";"23.7";"737.2";"753.1";"";"42";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 12:00";"20.5";"737.1";"753.1";"";"54";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 09:00";"19.7";"737.0";"753.1";"";"64";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 06:00";"13.5";"736.7";"753.1";"";"96";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 03:00";"13.0";"736.7";"753.1";"";"97";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2018 00:00";"15.6";"736.8";"753.1";"";"92";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 21:00";"17.7";"736.9";"753.1";"";"78";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 18:00";"19.6";"737.7";"753.8";"";"63";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 15:00";"21.1";"737.8";"753.8";"";"55";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 12:00";"18.1";"737.6";"753.8";"";"70";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 09:00";"16.0";"737.5";"753.8";"";"81";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 06:00";"12.2";"737.3";"753.8";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 03:00";"11.8";"737.3";"753.8";"";"98";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2018 00:00";"11.9";"737.3";"753.8";"";"98";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 21:00";"13.1";"736.7";"753.1";"";"97";"Ветер, дующий с запада";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 18:00";"13.5";"736.7";"753.1";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.07.2018 15:00";"14.3";"737.4";"753.8";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 12:00";"15.5";"738.3";"754.6";"";"74";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 09:00";"14.0";"738.9";"755.3";"";"89";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 06:00";"12.6";"739.6";"756.1";"";"93";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 03:00";"12.4";"741.0";"757.6";"";"94";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2018 00:00";"12.7";"741.7";"758.3";"";"88";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 21:00";"14.0";"741.8";"758.3";"";"82";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 18:00";"16.6";"742.7";"759.1";"";"67";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 15:00";"15.3";"742.6";"759.1";"";"74";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 12:00";"15.0";"743.2";"759.5";"";"68";"Ветер, дующий с юга";"5";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"9.0";"";"";"";"";"";"";
"03.07.2018 09:00";"14.1";"742.6";"759.1";"";"73";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 06:00";"11.1";"743.1";"759.8";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 03:00";"10.5";"743.1";"759.8";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2018 00:00";"12.4";"743.2";"759.8";"";"81";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 21:00";"12.9";"743.2";"759.8";"";"88";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 18:00";"19.3";"742.9";"759.1";"";"45";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 15:00";"19.9";"742.9";"759.1";"";"45";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 12:00";"18.4";"742.8";"759.1";"";"52";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 09:00";"14.0";"742.6";"759.1";"";"65";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 06:00";"12.6";"741.7";"758.3";"";"86";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 03:00";"14.0";"740.3";"756.8";"";"91";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2018 00:00";"18.1";"738.4";"754.6";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2018 21:00";"20.0";"737.0";"753.1";"";"93";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2018 18:00";"21.1";"737.1";"753.1";"";"84";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2018 15:00";"19.4";"737.0";"753.1";"";"98";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2018 12:00";"18.4";"736.2";"752.3";"";"99";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2018 09:00";"16.9";"736.1";"752.3";"";"99";"Штиль, безветрие";"0";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"01.07.2018 06:00";"15.3";"736.0";"752.3";"";"99";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"01.07.2018 03:00";"15.7";"734.6";"750.8";"";"99";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2018 00:00";"16.6";"736.1";"752.3";"";"98";"Ветер, дующий с юга";"2";"";"";"";" ";"Гроза (грозы) с осадками или без них.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 21:00";"16.8";"735.4";"751.6";"";"96";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 18:00";"16.8";"735.4";"751.6";"";"95";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 15:00";"16.7";"736.1";"752.3";"";"96";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 12:00";"21.0";"735.6";"751.6";"";"72";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 09:00";"20.1";"735.6";"751.6";"";"72";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 06:00";"16.6";"736.1";"752.3";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 03:00";"16.2";"736.8";"753.1";"";"88";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2018 00:00";"16.4";"737.5";"753.8";"";"81";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 21:00";"22.3";"737.8";"753.8";"";"52";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 18:00";"26.2";"738.8";"754.6";"";"35";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 15:00";"26.7";"739.5";"755.3";"";"33";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 12:00";"26.7";"741.8";"757.6";"";"32";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 09:00";"24.2";"743.1";"759.1";"";"45";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 06:00";"14.4";"744.8";"761.3";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 03:00";"12.1";"745.4";"762.1";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2018 00:00";"14.7";"746.2";"762.8";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 21:00";"21.7";"747.4";"763.6";"";"52";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 18:00";"25.9";"747.6";"763.6";"";"33";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 15:00";"26.3";"749.1";"765.1";"";"32";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 12:00";"25.4";"750.5";"766.6";"";"33";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 09:00";"22.8";"751.9";"768.1";"";"49";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 06:00";"14.6";"752.1";"768.8";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 03:00";"11.2";"751.9";"768.8";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2018 00:00";"14.5";"751.4";"768.1";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 21:00";"21.1";"751.0";"767.3";"";"52";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 18:00";"25.8";"751.3";"767.3";"";"31";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 15:00";"25.8";"752.0";"768.1";"";"34";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 12:00";"25.4";"752.7";"768.8";"";"32";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 09:00";"22.2";"753.3";"769.6";"";"53";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 06:00";"14.8";"752.9";"769.6";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 03:00";"11.9";"752.7";"769.6";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2018 00:00";"13.4";"752.0";"768.8";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 21:00";"19.1";"751.7";"768.1";"";"59";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 18:00";"23.8";"751.1";"767.3";"";"35";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 15:00";"24.5";"752.0";"768.1";"";"33";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 12:00";"21.9";"751.8";"768.1";"";"42";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 09:00";"20.3";"751.7";"768.1";"";"54";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 06:00";"11.8";"751.3";"768.1";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 03:00";"9.2";"750.3";"767.3";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2018 00:00";"11.5";"749.8";"766.6";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 21:00";"17.6";"748.6";"765.1";"";"63";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 18:00";"21.0";"748.1";"764.3";"";"45";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 15:00";"22.7";"748.1";"764.3";"";"38";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 12:00";"19.4";"747.3";"763.6";"";"53";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 09:00";"18.2";"746.4";"762.8";"";"61";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 06:00";"11.2";"746.0";"762.8";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 03:00";"8.4";"745.2";"762.1";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.06.2018 00:00";"10.6";"743.8";"760.6";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.06.2018 21:00";"13.6";"743.2";"759.8";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.06.2018 18:00";"13.8";"742.6";"759.1";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.06.2018 15:00";"20.7";"741.5";"757.6";"";"72";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
